"Year","Academic Discipline, Broad (standardized)","Level of Degree or Other Award","Highest Degree (standardized)","Degrees/Awards Conferred (NCES population of institutions)(Sum)"
2006,"Science and Engineering Technologies","Bachelor's Degrees","Two-year Institutions",1016
2006,"Science and Engineering Technologies","Bachelor's Degrees","Other/Unknown Degree Level",1009
2006,"Interdisciplinary or Other Sciences","Doctorate Degrees","Doctorate-granting Institutions",98
2006,"Interdisciplinary or Other Sciences","Bachelor's Degrees","Doctorate-granting Institutions",2633
2006,"Interdisciplinary or Other Sciences","Bachelor's Degrees","First Professional Institutions",341
2006,"Interdisciplinary or Other Sciences","Bachelor's Degrees","Master's-granting Institutions",796
2006,"Interdisciplinary or Other Sciences","Bachelor's Degrees","Bachelor's-granting Institutions",512
2006,"Interdisciplinary or Other Sciences","Bachelor's Degrees","Two-year Institutions",53
2006,"Interdisciplinary or Other Sciences","Bachelor's Degrees","Other/Unknown Degree Level",2
2006,"Humanities","Doctorate Degrees","Doctorate-granting Institutions",3313
2006,"Humanities","Doctorate Degrees","First Professional Institutions",2
2006,"Humanities","Bachelor's Degrees","Doctorate-granting Institutions",62073
2006,"Humanities","Bachelor's Degrees","First Professional Institutions",2544
2006,"Humanities","Bachelor's Degrees","Master's-granting Institutions",33610
2006,"Humanities","Bachelor's Degrees","Bachelor's-granting Institutions",12351
2006,"Humanities","Bachelor's Degrees","Two-year Institutions",363
2006,"Humanities","Bachelor's Degrees","Other/Unknown Degree Level",117
2006,"Religion and Theology","Doctorate Degrees","Doctorate-granting Institutions",1335
2006,"Religion and Theology","Doctorate Degrees","First Professional Institutions",104
2006,"Religion and Theology","Doctorate Degrees","Master's-granting Institutions",26
2006,"Religion and Theology","Doctorate Degrees","Bachelor's-granting Institutions",44
2006,"Religion and Theology","Doctorate Degrees","Other/Unknown Degree Level",98
2006,"Religion and Theology","Bachelor's Degrees","Doctorate-granting Institutions",2973
2006,"Religion and Theology","Bachelor's Degrees","First Professional Institutions",1367
2006,"Religion and Theology","Bachelor's Degrees","Master's-granting Institutions",2774
2006,"Religion and Theology","Bachelor's Degrees","Bachelor's-granting Institutions",4030
2006,"Religion and Theology","Bachelor's Degrees","Two-year Institutions",130
2006,"Religion and Theology","Bachelor's Degrees","Other/Unknown Degree Level",711
2006,"Arts and Music","Doctorate Degrees","Doctorate-granting Institutions",1360
2006,"Arts and Music","Doctorate Degrees","First Professional Institutions",2
2006,"Arts and Music","Doctorate Degrees","Master's-granting Institutions",22
2006,"Arts and Music","Bachelor's Degrees","Doctorate-granting Institutions",36065
2006,"Arts and Music","Bachelor's Degrees","First Professional Institutions",1612
2006,"Arts and Music","Bachelor's Degrees","Master's-granting Institutions",29817
2006,"Arts and Music","Bachelor's Degrees","Bachelor's-granting Institutions",10001
2006,"Arts and Music","Bachelor's Degrees","Two-year Institutions",2325
2006,"Arts and Music","Bachelor's Degrees","Other/Unknown Degree Level",2975
2006,"Architecture and Environmental Design","Doctorate Degrees","Doctorate-granting Institutions",201
2006,"Architecture and Environmental Design","Bachelor's Degrees","Doctorate-granting Institutions",7491
2006,"Architecture and Environmental Design","Bachelor's Degrees","First Professional Institutions",33
2006,"Architecture and Environmental Design","Bachelor's Degrees","Master's-granting Institutions",1778
2006,"Architecture and Environmental Design","Bachelor's Degrees","Bachelor's-granting Institutions",366
2006,"Education","Doctorate Degrees","Doctorate-granting Institutions",7385
2006,"Education","Doctorate Degrees","First Professional Institutions",85
2006,"Education","Doctorate Degrees","Master's-granting Institutions",552
2006,"Education","Doctorate Degrees","Bachelor's-granting Institutions",6
2006,"Education","Doctorate Degrees","Two-year Institutions",2
2006,"Education","Doctorate Degrees","Other/Unknown Degree Level",241
2006,"Education","Bachelor's Degrees","Doctorate-granting Institutions",48920
2006,"Education","Bachelor's Degrees","First Professional Institutions",3049
2006,"Education","Bachelor's Degrees","Master's-granting Institutions",55315
2006,"Education","Bachelor's Degrees","Bachelor's-granting Institutions",17085
2006,"Education","Bachelor's Degrees","Two-year Institutions",1854
2006,"Education","Bachelor's Degrees","Other/Unknown Degree Level",805
2006,"Business and Management","Doctorate Degrees","Doctorate-granting Institutions",1433
2006,"Business and Management","Doctorate Degrees","First Professional Institutions",90
2006,"Business and Management","Doctorate Degrees","Master's-granting Institutions",121
2006,"Business and Management","Doctorate Degrees","Other/Unknown Degree Level",155
2006,"Business and Management","Bachelor's Degrees","Doctorate-granting Institutions",134944
2006,"Business and Management","Bachelor's Degrees","First Professional Institutions",8456
2006,"Business and Management","Bachelor's Degrees","Master's-granting Institutions",122599
2006,"Business and Management","Bachelor's Degrees","Bachelor's-granting Institutions",41662
2006,"Business and Management","Bachelor's Degrees","Two-year Institutions",7866
2006,"Business and Management","Bachelor's Degrees","Other/Unknown Degree Level",12835
2006,"Communication and Librarianship","Doctorate Degrees","Doctorate-granting Institutions",494
2006,"Communication and Librarianship","Doctorate Degrees","First Professional Institutions",10
2006,"Communication and Librarianship","Doctorate Degrees","Master's-granting Institutions",1
2006,"Communication and Librarianship","Bachelor's Degrees","Doctorate-granting Institutions",43031
2006,"Communication and Librarianship","Bachelor's Degrees","First Professional Institutions",1563
2006,"Communication and Librarianship","Bachelor's Degrees","Master's-granting Institutions",24808
2006,"Communication and Librarianship","Bachelor's Degrees","Bachelor's-granting Institutions",4647
2006,"Communication and Librarianship","Bachelor's Degrees","Two-year Institutions",548
2006,"Communication and Librarianship","Bachelor's Degrees","Other/Unknown Degree Level",86
2006,"Law","Doctorate Degrees","Doctorate-granting Institutions",129
2006,"Law","Bachelor's Degrees","Doctorate-granting Institutions",1200
2006,"Law","Bachelor's Degrees","First Professional Institutions",78
2006,"Law","Bachelor's Degrees","Master's-granting Institutions",429
2006,"Law","Bachelor's Degrees","Bachelor's-granting Institutions",189
2006,"Law","Bachelor's Degrees","Two-year Institutions",59
2006,"Law","Bachelor's Degrees","Other/Unknown Degree Level",9
2006,"Social Service Professions","Doctorate Degrees","Doctorate-granting Institutions",326
2006,"Social Service Professions","Doctorate Degrees","Master's-granting Institutions",2
2006,"Social Service Professions","Doctorate Degrees","Other/Unknown Degree Level",3
2006,"Social Service Professions","Bachelor's Degrees","Doctorate-granting Institutions",6517
2006,"Social Service Professions","Bachelor's Degrees","First Professional Institutions",671
2006,"Social Service Professions","Bachelor's Degrees","Master's-granting Institutions",6735
2006,"Social Service Professions","Bachelor's Degrees","Bachelor's-granting Institutions",2182
2006,"Social Service Professions","Bachelor's Degrees","Two-year Institutions",287
2006,"Social Service Professions","Bachelor's Degrees","Other/Unknown Degree Level",6
2006,"Vocational Studies and Home Economics","Doctorate Degrees","Doctorate-granting Institutions",462
2006,"Vocational Studies and Home Economics","Doctorate Degrees","First Professional Institutions",2
2006,"Vocational Studies and Home Economics","Doctorate Degrees","Master's-granting Institutions",10
2006,"Vocational Studies and Home Economics","Doctorate Degrees","Other/Unknown Degree Level",6
2006,"Vocational Studies and Home Economics","Bachelor's Degrees","Doctorate-granting Institutions",26436
2006,"Vocational Studies and Home Economics","Bachelor's Degrees","First Professional Institutions",1627
2006,"Vocational Studies and Home Economics","Bachelor's Degrees","Master's-granting Institutions",20731
2006,"Vocational Studies and Home Economics","Bachelor's Degrees","Bachelor's-granting Institutions",4896
2006,"Vocational Studies and Home Economics","Bachelor's Degrees","Two-year Institutions",1434
2006,"Vocational Studies and Home Economics","Bachelor's Degrees","Other/Unknown Degree Level",1608
2006,"Other Non-sciences or Unknown Disciplines","Doctorate Degrees","Doctorate-granting Institutions",426
2006,"Other Non-sciences or Unknown Disciplines","Doctorate Degrees","Master's-granting Institutions",26
2006,"Other Non-sciences or Unknown Disciplines","Doctorate Degrees","Other/Unknown Degree Level",18
2006,"Other Non-sciences or Unknown Disciplines","Bachelor's Degrees","Doctorate-granting Institutions",35539
2006,"Other Non-sciences or Unknown Disciplines","Bachelor's Degrees","First Professional Institutions",2299
2006,"Other Non-sciences or Unknown Disciplines","Bachelor's Degrees","Master's-granting Institutions",33941
2006,"Other Non-sciences or Unknown Disciplines","Bachelor's Degrees","Bachelor's-granting Institutions",8808
2006,"Other Non-sciences or Unknown Disciplines","Bachelor's Degrees","Two-year Institutions",1512
2006,"Other Non-sciences or Unknown Disciplines","Bachelor's Degrees","Other/Unknown Degree Level",3386
2007,"Engineering","Doctorate Degrees","Doctorate-granting Institutions",8019
2007,"Engineering","Doctorate Degrees","First Professional Institutions",1
2007,"Engineering","Doctorate Degrees","Master's-granting Institutions",46
2007,"Engineering","Bachelor's Degrees","Doctorate-granting Institutions",55688
2007,"Engineering","Bachelor's Degrees","First Professional Institutions",401
2007,"Engineering","Bachelor's Degrees","Master's-granting Institutions",9712
2007,"Engineering","Bachelor's Degrees","Bachelor's-granting Institutions",2260
2007,"Engineering","Bachelor's Degrees","Two-year Institutions",110
2007,"Engineering","Bachelor's Degrees","Other/Unknown Degree Level",103
2007,"Physical Sciences","Doctorate Degrees","Doctorate-granting Institutions",4194
2007,"Physical Sciences","Doctorate Degrees","First Professional Institutions",7
2007,"Physical Sciences","Doctorate Degrees","Master's-granting Institutions",8
2007,"Physical Sciences","Bachelor's Degrees","Doctorate-granting Institutions",9564
2007,"Physical Sciences","Bachelor's Degrees","First Professional Institutions",475
2007,"Physical Sciences","Bachelor's Degrees","Master's-granting Institutions",4802
2007,"Physical Sciences","Bachelor's Degrees","Bachelor's-granting Institutions",2135
2007,"Physical Sciences","Bachelor's Degrees","Two-year Institutions",28
2007,"Physical Sciences","Bachelor's Degrees","Other/Unknown Degree Level",3
2007,"Geosciences","Doctorate Degrees","Doctorate-granting Institutions",725
2007,"Geosciences","Doctorate Degrees","Master's-granting Institutions",2
2007,"Geosciences","Bachelor's Degrees","Doctorate-granting Institutions",2442
2007,"Geosciences","Bachelor's Degrees","First Professional Institutions",80
2007,"Geosciences","Bachelor's Degrees","Master's-granting Institutions",1181
2007,"Geosciences","Bachelor's Degrees","Bachelor's-granting Institutions",363
2007,"Geosciences","Bachelor's Degrees","Two-year Institutions",11
2007,"Math and Computer Sciences","Doctorate Degrees","Doctorate-granting Institutions",2910
2007,"Math and Computer Sciences","Doctorate Degrees","Master's-granting Institutions",38
2007,"Math and Computer Sciences","Doctorate Degrees","Other/Unknown Degree Level",5
2007,"Math and Computer Sciences","Bachelor's Degrees","Doctorate-granting Institutions",23133
2007,"Math and Computer Sciences","Bachelor's Degrees","First Professional Institutions",1075
2007,"Math and Computer Sciences","Bachelor's Degrees","Master's-granting Institutions",19798
2007,"Math and Computer Sciences","Bachelor's Degrees","Bachelor's-granting Institutions",6980
2007,"Math and Computer Sciences","Bachelor's Degrees","Two-year Institutions",2353
2007,"Math and Computer Sciences","Bachelor's Degrees","Other/Unknown Degree Level",4808
